codigo_ine,municipio,poblacion_2025,n_poligonos_residenciales,superficie_residencial_m2,superficie_residencial_ha,superficie_media_poligono_m2,superficie_mediana_poligono_m2,superficie_max_poligono_m2,perimetro_total_m,suelo_residencial_m2_por_hab,municipio_key,area_m2_SUNC,area_m2_Urbanizable,area_m2_desarrollo,sunc_m2_por_hab,urbanizable_m2_por_hab,comarca,precio_venta_eur_m2,precio_alquiler_eur_m2_mes,poblacion_aprox,tipo_dato,fuente,fecha,reserva_suelo_hab,indice_expansion,densidad_residencial,poblacion_2025_norm,precio_venta_eur_m2_norm,precio_alquiler_eur_m2_mes_norm,suelo_residencial_m2_por_hab_norm,reserva_suelo_hab_norm,indice_expansion_norm,densidad_residencial_norm,precio_venta_score,precio_alquiler_score,coopscore,factor_escala,distancia_capital_km,distancia_costa_km,score_poblacion,score_suelo_residencial,score_reserva_suelo,score_expansion,score_densidad,score_precio_venta,score_precio_alquiler,IVU,IVEC,score_demanda_poblacion,score_demanda_alquiler,score_demanda_venta,IPD,score_capital,score_costa,score_litoral,IAL,CoopScore_4,categoria_coopscore
18117,Lanteira,533,2.0,157319.31525137,15.731931525136998,78659.657625685,78659.657625685,155200.073600855,3674.356353669183,295.15818996504686,LANTEIRA,78740.0,0.0,78740.0,147.7298311444653,0.0,,,,,,,,147.7298311444653,0.5005106961862034,33.88013729581489,0.0016849415829897,,,0.1940198650595503,0.0781818424157724,0.0502164595392362,0.0308460942132514,,,,0.85,80.37,17.8,0.0016849415829897,0.1940198650595503,0.0781818424157724,0.0502164595392362,0.0308460942132514,0.8753356348293058,0.5993623804463337,9.165137098337793,32.87505552111152,0.0016849415829897,0.5993623804463337,0.1246643651706942,18.18491571957519,0.514175179834371,0.918460833715071,70,21.48120832204827,16.315726236462574,Potencial Urbanístico
18165,Pulianas,5659,1.0,774214.994427165,77.4214994427165,774214.994427165,774214.994427165,774214.994427165,11103.878002092655,136.8112730919182,PULIANAS,326722.09765627,272068.09765625,598790.19531252,57.73495275777877,48.07706267118749,Área Metropolitana,1320.0,,7500.0,E,Estimación por comarca/tipología,2026-05,105.81201542896623,0.7734159111133719,73.0933918967437,0.0236062881677757,0.3298810893747602,,0.0857896554223111,0.055998021874627,0.0775971604670309,0.0754840038677301,0.6701189106252399,,,1.0,5.29,97.9,0.0236062881677757,0.0857896554223111,0.055998021874627,0.0775971604670309,0.0754840038677301,0.6701189106252399,0.5993623804463337,7.284856913823468,30.20356072989035,0.0236062881677757,0.5993623804463337,0.3298810893747602,24.41140115391613,0.9680227286465576,0.5515345854328905,0,0.5526694670884902,16.28634081085311,Oportunidad Estratégica
18911,Vegas del Genil,12424,3.0,1945911.3832433552,194.5911383243356,648637.1277477851,507042.1827857,1126050.49204845,30172.43202648499,156.6251918257691,VEGAS DEL GENIL,235132.89038087,386047.8828125,621180.77319337,18.92569948332824,31.07275296301513,Área Metropolitana,1323.0,,4700.0,V,Idealista/Indomio/Fotocasa 2026,2026-05,49.99845244634336,0.3192235671893828,63.84668956143443,0.0525368206777399,0.3310318373609512,,0.0993324803831412,0.0264602693979249,0.0320278416982573,0.0649581378653806,0.6689681626390487,,,1.0,14.02,67.1,0.0525368206777399,0.0993324803831412,0.0264602693979249,0.0320278416982573,0.0649581378653806,0.6689681626390487,0.5993623804463337,5.212327410444709,31.37716107309142,0.0525368206777399,0.5993623804463337,0.3310318373609512,25.886696479069123,0.9152511636341656,0.6926248282180486,0,0.5738879139190808,16.226362168783645,Oportunidad Estratégica
18158,Pinos Puente,9807,4.0,1653602.592447675,165.36025924476752,413400.6481119188,358467.779578945,894986.912775925,38855.98331832877,168.6145194705491,PINOS PUENTE,322508.0,461271.0,783779.0,32.88548995615377,47.03487304986234,Vega de Granada,870.0,,9800.0,E,Estimación por comarca/tipología,2026-05,79.92036300601612,0.4739826870008981,59.30687363935251,0.0413452163054448,0.1572688914461066,,0.1075271927907327,0.0422955958044617,0.0475548926435414,0.0597902961485888,0.8427311085538933,,,1.0,20.3,72.9,0.0413452163054448,0.1075271927907327,0.0422955958044617,0.0475548926435414,0.0597902961485888,0.8427311085538933,0.5993623804463337,6.280548915437247,34.29711937746712,0.0413452163054448,0.5993623804463337,0.1572688914461066,20.98304261258325,0.8772894880009672,0.6660558863948693,0,0.5507325611188477,16.100842502083456,Oportunidad Estratégica
18179,Torvizcón,608,1.0,76505.15265463,7.650515265463,76505.15265463,76505.15265463,76505.15265463,1580.2476208328007,125.83084318195723,TORVIZCON,,,0.0,,,,,,,,,,0.0,0.0,79.47177136482775,0.002005679193965,,,0.0782845252023506,0.0,0.0,0.082744751013966,,,,0.85,75.54,6.1,0.002005679193965,0.0782845252023506,0.0,0.0,0.082744751013966,0.8753356348293058,0.5993623804463337,3.1982843952682583,33.408475281612546,0.002005679193965,0.5993623804463337,0.1246643651706942,18.200952600123948,0.5433718188962098,0.9720568025652772,100,30.508965768328068,15.80838616792314,Mercado Maduro
18014,Alhendín,10475,6.0,1176891.2085074452,117.68912085074452,196148.5347512409,56885.16925854,903540.70085517,17774.226437022084,112.3523826737418,ALHENDIN,,,0.0,,,Área Metropolitana,1794.0,,9200.0,V,Idealista/Indomio/Fotocasa 2026,2026-05,0.0,0.0,89.00567804635558,0.044201919293864,0.511699271192942,,0.069071989617839,0.0,0.0,0.0935975524311223,0.488300728807058,,,1.0,11.84,101.7,0.044201919293864,0.069071989617839,0.0,0.0,0.0935975524311223,0.488300728807058,0.5993623804463337,3.130763026912811,27.675135979834607,0.044201919293864,0.5993623804463337,0.511699271192942,29.9866372556751,0.928428942755244,0.5341273476866697,0,0.5316097814080984,15.590951835508124,Potencial Económico
18149,Villa de Otura,7696,,,,,,,,,VILLA DE OTURA,375443.0,387867.0,763310.0,48.7841735966736,50.39851871101871,,,,,,,,99.1826923076923,,,0.0323175216818625,,,,0.0524896397721399,,,,,,1.0,56.02,66.9,0.0323175216818625,0.1361246771781492,0.0524896397721399,0.0,0.0463687328946636,0.8753356348293058,0.5993623804463337,5.673337116037886,34.408748012374915,0.0323175216818625,0.5993623804463337,0.1246643651706942,19.716544724518823,0.6613673457051321,0.6935409986257444,0,0.4726092378697761,15.587882560517162,Oportunidad Estratégica
18020,Arenas del Rey,608,2.0,281374.328932895,28.137432893289496,140687.1644664475,140687.1644664475,165960.05815871,5639.390993692281,462.78672521857726,ARENAS DEL REY,76210.0,0.0,76210.0,125.34539473684212,0.0,Comarca de Loja,590.0,,1800.0,E,Estimación por comarca/tipología,2026-05,125.34539473684212,0.2708491577359758,21.608225679500496,0.002005679193965,0.0498657460682777,,0.3085940662497705,0.0663355114057864,0.0271744158003466,0.0168765197009687,0.9501342539317224,,,0.85,52.13,25.7,0.002005679193965,0.3085940662497705,0.0663355114057864,0.0271744158003466,0.0168765197009687,0.9501342539317224,0.5993623804463337,10.773297267942786,34.2457653505309,0.002005679193965,0.5993623804463337,0.0498657460682777,16.330987122563535,0.6848818231276068,0.8822721026110857,40,12.538634360034369,15.551291718649926,Potencial Urbanístico
18093,Gualchos,5284,,,,,,,,,GUALCHOS,109990.0,351299.0,461289.0,20.81566994700984,66.4835352006056,Costa Tropical,1050.0,,3000.0,E,Estimación por comarca/tipología,2026-05,87.29920514761544,,,0.0220026001128996,0.226313770617568,,,0.0462006396879901,,,0.7736862293824319,,,1.0,88.55,91.4,0.0220026001128996,0.1361246771781492,0.0462006396879901,0.0,0.0463687328946636,0.7736862293824319,0.5993623804463337,5.484667113513391,31.911588432834105,0.0220026001128996,0.5993623804463337,0.226313770617568,21.74203378224253,0.4647282838662878,0.5813101236830049,0,0.3602843506514166,15.387081696096557,Oportunidad Estratégica
18102,Íllora,9923,9.0,2251831.87769618,225.183187769618,250203.5419662422,155067.84794378,826560.62501125,41696.83217624153,226.93055302793303,ILLORA,,,0.0,,,Poniente Granadino,559.0,,10500.0,V,Idealista/Indomio/Fotocasa 2026,2026-05,0.0,0.0,44.06634482034286,0.0418412904770865,0.0379746835443037,,0.1473862355922096,0.0,0.0,0.0424414339989697,0.9620253164556962,,,1.0,34.55,61.6,0.0418412904770865,0.1473862355922096,0.0,0.0,0.0424414339989697,0.9620253164556962,0.5993623804463337,4.321277399789787,36.53183825173086,0.0418412904770865,0.5993623804463337,0.0379746835443037,18.025491123620263,0.7911503354893308,0.717819514429684,0,0.5318059885246376,15.231550332042902,Mercado Maduro
18059,Chauchina,5817,1.0,940580.76074009,94.058076074009,940580.76074009,940580.76074009,940580.76074009,19400.21415153733,161.69516258210243,CHAUCHINA,60825.0,173500.0,234325.0,10.456420835482207,29.82637098160564,Vega de Granada,720.0,,2000.0,E,Estimación por comarca/tipología,2026-05,40.28279181708785,0.2491279960007079,61.84476913415634,0.0242819754015634,0.0997314921365554,,0.102797808339304,0.0213185303030038,0.0249951220355266,0.062679277207735,0.9002685078634446,,,1.0,17.26,82.3,0.0242819754015634,0.102797808339304,0.0213185303030038,0.0249951220355266,0.062679277207735,0.9002685078634446,0.5993623804463337,4.899543936754543,34.708911333574946,0.0242819754015634,0.5993623804463337,0.0997314921365554,18.691445584650403,0.8956658405367829,0.6229958772331654,0,0.5451650993846627,15.146704372328124,Oportunidad Estratégica
18036,Cájar,5511,1.0,970868.41718614,97.086841718614,970868.41718614,970868.41718614,970868.41718614,10763.56098432788,176.16919201345308,CAJAR,,,0.0,,,Área Metropolitana,1692.0,,3200.0,V,Idealista/Indomio/Fotocasa 2026,2026-05,0.0,0.0,56.76361391971619,0.0229733659487846,0.4725738396624472,,0.1126908158609205,0.0,0.0,0.0568952087923276,0.5274261603375527,,,1.0,11.52,113.3,0.0229733659487846,0.1126908158609205,0.0,0.0,0.0568952087923276,0.5274261603375527,0.5993623804463337,3.6706985284079288,27.135336273527983,0.0229733659487846,0.5993623804463337,0.4725738396624472,27.947073800158755,0.9303632956537508,0.4809894640403115,0,0.5164421574735938,15.1328133269855,Potencial Económico
18100,Huétor Tájar,10749,7.0,1256013.982699005,125.6013982699005,179430.5689570007,11955.434537775,1038148.994018585,24824.48939516503,116.84937972825423,HUETOR TAJAR,,,0.0,,,Vega de Granada,785.0,,7700.0,V,Idealista/Indomio/Fotocasa 2026,2026-05,0.0,0.0,85.58025744985613,0.0453736806992935,0.1246643651706942,,0.0721456897160726,0.0,0.0,0.0896982684601481,0.8753356348293058,,,1.0,43.07,109.0,0.0453736806992935,0.0721456897160726,0.0,0.0,0.0896982684601481,0.8753356348293058,0.5993623804463337,3.1491162698040385,35.42957052381415,0.0453736806992935,0.5993623804463337,0.1246643651706942,20.369352675390378,0.7396481895665841,0.5006871278057718,0,0.4460654141683652,15.1188313063578,Potencial Económico
18094,Güéjar Sierra,2915,1.0,353989.19084915,35.398919084915,353989.19084915,353989.19084915,353989.19084915,8159.008215894484,121.43711521411664,GUEJAR SIERRA,,,0.0,,,Sierra Nevada,1235.0,,2700.0,V,Idealista/Indomio/Fotocasa 2026,2026-05,0.0,0.0,82.34714718286996,0.0118715681075625,0.2972765630993479,,0.0752814095848271,0.0,0.0,0.0860178985069416,0.7027234369006521,,,0.85,24.26,14.3,0.0118715681075625,0.0752814095848271,0.0,0.0,0.0860178985069416,0.7027234369006521,0.5993623804463337,3.172303717224803,30.43292779908112,0.0118715681075625,0.5993623804463337,0.2972765630993479,23.009551994020168,0.853351870881944,0.934493815849748,70,21.621688893107702,15.057052645779637,Potencial Económico
18006,Albuñol,7388,10.0,575638.38780028,57.563838780028,57563.838780028,20070.4628073,200276.75849116,21446.925385258783,77.91532049272875,ALBUNOL,,,0.0,,,Costa Tropical,941.0,,7800.0,V,Idealista/Indomio/Fotocasa 2026,2026-05,0.0,0.0,128.3444634092627,0.0310003592261242,0.1845032604526275,,0.0455342376189924,0.0,0.0,0.1383783584319786,0.8154967395473725,,,1.0,103.82,102.1,0.0310003592261242,0.0455342376189924,0.0,0.0,0.1383783584319786,0.8154967395473725,0.5993623804463337,3.2140313169544896,34.07279405160117,0.0310003592261242,0.5993623804463337,0.1845032604526275,21.14665898378025,0.3724233814906608,0.5322950068712781,0,0.3086578546576477,14.976072897978074,Potencial Económico
18151,Pampaneira,312,3.0,73979.63278469,7.397963278469,24659.877594896665,3237.32763363,69684.925117665,3231.756775220328,237.1142076432372,PAMPANEIRA,24008.0,19441.25,43449.25,76.94871794871794,62.31169871794872,Alpujarras Orientales,820.0,,350.0,E,Estimación por comarca/tipología,2026-05,139.26041666666666,0.5873136749198865,42.1737697601235,0.0007398347559828,0.1380897583429228,,0.1543467694355727,0.073699643912414,0.0589254407911444,0.0402870452492435,0.8619102416570772,,,0.85,67.99,27.4,0.0007398347559828,0.1543467694355727,0.073699643912414,0.0589254407911444,0.0402870452492435,0.8619102416570772,0.5993623804463337,8.441727455734725,32.65842736081155,0.0007398347559828,0.5993623804463337,0.1380897583429228,18.473295207530555,0.5890104575953576,0.8744846541456711,40,12.497949579281844,14.970393535212214,Oportunidad Estratégica
18167,Purullena,2409,2.0,328135.94728009496,32.8135947280095,164067.97364004748,164067.97364004748,173069.859123515,12237.143041961972,136.21251443756535,PURULLENA,276457.85986328,0.0,276457.85986328,114.7604233554504,0.0,Comarca de Guadix,680.0,,1800.0,E,Estimación por comarca/tipología,2026-05,114.7604233554504,0.8425101308004429,73.41469351249381,0.0097076583588497,0.0843881856540084,,0.0853804035343527,0.0607337141377305,0.0845294140906779,0.0758497534756535,0.9156118143459916,,,0.85,47.22,27.6,0.0097076583588497,0.0853804035343527,0.0607337141377305,0.0845294140906779,0.0758497534756535,0.9156118143459916,0.5993623804463337,7.630150237345876,34.49163795898295,0.0097076583588497,0.5993623804463337,0.0843881856540084,17.579147070451043,0.7145620504140724,0.8735684837379752,40,12.547895365287022,14.934868173439217,Potencial Urbanístico
18084,Gójar,6371,,,,,,,,,GOJAR,,,0.0,,,,,,,,,,0.0,,,0.0266511572213004,,,,0.0,,,,,,1.0,11.29,65.3,0.0266511572213004,0.1361246771781492,0.0,0.0,0.0463687328946636,0.8753356348293058,0.5993623804463337,4.098647922873687,34.153761611649614,0.0266511572213004,0.5993623804463337,0.1246643651706942,19.43322650149072,0.9317536117995526,0.7008703618873111,0,0.5829625532860144,14.918718184283776,Potencial Económico
18053,Cortes de Baza,1769,8.0,959226.327450755,95.9226327450755,119903.29093134438,100042.6668687675,383662.36889697,25198.70554372349,542.2421297064755,CORTES DE BAZA,229400.0,104266.0,333666.0,129.67778405879028,58.94064443188242,,,,,,,,188.6184284906727,0.347849084675097,18.441945861737384,0.0069706974118613,,,0.3629018813582071,0.0998209781919249,0.0348998525295229,0.0132722253396748,,,,0.85,118.1,96.3,0.0069706974118613,0.3629018813582071,0.0998209781919249,0.0348998525295229,0.0132722253396748,0.8753356348293058,0.5993623804463337,13.313255335693736,32.93717584467497,0.0069706974118613,0.5993623804463337,0.1246643651706942,18.44920351101876,0.2861028833947894,0.5588639486944571,0,0.2821003379662529,14.916266868544502,Oportunidad Estratégica
18168,Quéntar,952,,,,,,,,,QUENTAR,,,0.0,,,,,,,,,,0.0,,,0.0034767957029713,,,,0.0,,,,,,0.85,21.94,19.7,0.0034767957029713,0.1361246771781492,0.0,0.0,0.0463687328946636,0.8753356348293058,0.5993623804463337,4.098647922873687,33.11091534332481,0.0034767957029713,0.5993623804463337,0.1246643651706942,18.274508425574265,0.8673759293961192,0.9097572148419606,70,21.619877536211035,14.895284693812885,Potencial Económico
18098,Huéscar,7241,,,,,,,,,HUESCAR,,,0.0,,,Comarca de Baza,620.0,,7400.0,E,Estimación por comarca/tipología,2026-05,0.0,,,0.0303717135086128,0.0613732259301879,,,0.0,,,0.938626774069812,,,1.0,143.82,56.6,0.0303717135086128,0.1361246771781492,0.0,0.0,0.0463687328946636,0.938626774069812,0.5993623804463337,4.098647922873687,35.58700942938881,0.0303717135086128,0.5993623804463337,0.0613732259301879,18.036975834843687,0.1306292691772955,0.7407237746220797,0,0.2744688400575421,14.881693415072546,Mercado Maduro
18182,Ugíjar,2574,5.0,500769.79577499,50.076979577499,100153.959154998,48906.403094315,363841.536025405,16697.46940755136,194.54926020784384,UGIJAR,,,0.0,,,Alpujarras Orientales,590.0,,2500.0,E,Estimación por comarca/tipología,2026-05,0.0,0.0,51.40086366464024,0.0104132811029952,0.0498657460682777,,0.1252536031453709,0.0,0.0,0.0507905902437835,0.9501342539317224,,,0.85,109.77,10.9,0.0104132811029952,0.1252536031453709,0.0,0.0,0.0507905902437835,0.9501342539317224,0.5993623804463337,3.893198932291027,34.963248141865414,0.0104132811029952,0.5993623804463337,0.0498657460682777,16.75136721801505,0.3364565072840476,0.9500687127805773,70,21.41960321674779,14.878581856466525,Mercado Maduro
18095,Güevéjar,2723,3.0,360411.9997681,36.041199976810006,120137.33325603337,15417.653638805,335364.03129512,6176.216056621057,132.35842811902316,GUEVEJAR,,,0.0,,,Área Metropolitana,790.0,,1600.0,E,Estimación por comarca/tipología,2026-05,0.0,0.0,75.55242338634841,0.011050479823466,0.1265822784810126,,0.0827461332975027,0.0,0.0,0.078283211089563,0.8734177215189873,,,0.85,9.44,11.3,0.011050479823466,0.0827461332975027,0.0,0.0,0.078283211089563,0.8734177215189873,0.5993623804463337,3.242901498781016,33.7325176444897,0.011050479823466,0.5993623804463337,0.1265822784810126,18.70114046435696,0.9429365894940458,0.9482363719651856,70,21.66164554738717,14.868775351309132,Potencial Económico
18042,Capileira,590,1.0,100753.1560469,10.07531560469,100753.1560469,100753.1560469,100753.1560469,5470.039009679753,170.76806109644068,CAPILEIRA,74481.0,0.0,74481.0,126.23898305084744,0.0,Alpujarras Orientales,800.0,,500.0,E,Estimación por comarca/tipología,2026-05,126.23898305084744,0.7392423515282195,58.55895965436145,0.0019287021673309,0.1304181051016494,,0.1089991397426239,0.066808417793135,0.0741685121178634,0.0589389177758648,0.8695818948983506,,,0.85,73.77,46.2,0.0019287021673309,0.1089991397426239,0.066808417793135,0.0741685121178634,0.0589389177758648,0.8695818948983506,0.5993623804463337,7.838370157533522,33.051878184413894,0.0019287021673309,0.5993623804463337,0.1304181051016494,18.34094724706613,0.5540712083660764,0.7883646358222629,40,12.45813787409311,14.8413031050026,Oportunidad Estratégica
18071,Dúrcal,7234,1.0,1066737.592864735,106.67375928647353,1066737.592864735,1066737.592864735,1066737.592864735,22615.52487161055,147.4616523174917,DURCAL,,,0.0,,,Sur de Granada,870.0,,4400.0,E,Estimación por comarca/tipología,2026-05,0.0,0.0,67.81424080661688,0.0303417779982551,0.1572688914461066,,0.0930691958078273,0.0,0.0,0.0694745493653782,0.8427311085538933,,,1.0,32.97,106.3,0.0303417779982551,0.0930691958078273,0.0,0.0,0.0694745493653782,0.8427311085538933,0.5993623804463337,3.368848135676357,33.89880718581148,0.0303417779982551,0.5993623804463337,0.1572688914461066,20.43287069722377,0.8007012029257088,0.5130554283096656,0,0.4741971096631832,14.833145884695014,Potencial Económico
18145,Ogíjares,15239,,,,,,,,,OGIJARES,,,0.0,,,Área Metropolitana,1695.0,7.57,14800.0,V,Idealista/Indomio/Fotocasa 2026,2026-05,0.0,,,0.0645751723430096,0.4737245876486383,0.485653560042508,,0.0,,,0.5262754123513618,0.514346439957492,,1.0,9.53,91.3,0.0645751723430096,0.1361246771781492,0.0,0.0,0.0463687328946636,0.5262754123513618,0.485653560042508,4.098647922873687,26.03641733247201,0.0645751723430096,0.485653560042508,0.4737245876486383,27.21321230942913,0.9423925527413408,0.581768208886853,0,0.5514874837625922,14.829657306045466,Potencial Económico
18043,Carataunas,207,,,,,,,,,CARATAUNAS,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,0.0002908021006175,,,,0.0,,,,,,0.85,60.57,14.0,0.0002908021006175,0.1361246771781492,0.0,0.0,0.0463687328946636,0.8753356348293058,0.5993623804463337,4.098647922873687,32.96754563121888,0.0002908021006175,0.5993623804463337,0.1246643651706942,18.115208745456577,0.6338632654294868,0.9358680714612918,70,21.53430572761018,14.820057042368754,Mercado Maduro
18121,Lobras,139,,,,,,,,,LOBRAS,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,,,,0.0,,,,,,0.85,91.69,13.7,0.0,0.1361246771781492,0.0,0.0,0.0463687328946636,0.8753356348293058,0.5993623804463337,4.098647922873687,32.9544595366911,0.0,0.5993623804463337,0.1246643651706942,18.1006686404257,0.4457474460496887,0.9372423270728356,70,21.459471676541725,14.804645133451311,Mercado Maduro
18061,Chimeneas,1265,2.0,402728.7183331,40.272871833310006,201364.35916655,201364.35916655,277403.16100397,12621.71820814882,318.3626231882214,CHIMENEAS,96078.0,0.0,96078.0,75.95098814229249,0.0,,,,,,,,75.95098814229249,0.2385675409433631,31.41072246438876,0.0048153406661078,,,0.2098801086427563,0.0401949162214647,0.0239355869084176,0.0280350672463131,,,,0.85,25.1,38.2,0.0048153406661078,0.2098801086427563,0.0401949162214647,0.0239355869084176,0.0280350672463131,0.8753356348293058,0.5993623804463337,7.591443818660075,32.987813210182445,0.0048153406661078,0.5993623804463337,0.1246643651706942,18.34143567373109,0.8482741945233634,0.8250114521300962,40,12.586813113448374,14.770738595847668,Oportunidad Estratégica
18135,Montefrío,5283,6.0,644935.961623935,64.4935961623935,107489.3269373225,13531.4453245175,443690.455622055,15376.01117799538,122.07760015595969,MONTEFRIO,,,0.0,,,Poniente Granadino,661.0,,5600.0,V,Idealista/Indomio/Fotocasa 2026,2026-05,0.0,0.0,81.91510962883072,0.0219983236114199,0.0771001150747985,,0.0757191814145162,0.0,0.0,0.0855260940520242,0.9228998849252016,,,1.0,50.86,59.8,0.0219983236114199,0.0757191814145162,0.0,0.0,0.0855260940520242,0.9228998849252016,0.5993623804463337,3.175870946143269,35.28724271269652,0.0219983236114199,0.5993623804463337,0.0771001150747985,18.011478568599305,0.6925587861935563,0.7260650480989463,0,0.4948430289071064,14.510461605810164,Mercado Maduro
18132,Moclín,3503,16.0,1244629.5201638849,124.46295201638848,77789.3450102428,24898.9302425425,252098.406286415,33566.824669597096,355.3038881427019,MOCLIN,,,0.0,,,Poniente Granadino,620.0,,3500.0,E,Estimación por comarca/tipología,2026-05,0.0,0.0,28.14492138623506,0.0143861509776082,0.0613732259301879,,0.2351294846914964,0.0,0.0,0.024317484123981,0.938626774069812,,,0.85,33.56,36.6,0.0143861509776082,0.2351294846914964,0.0,0.0,0.024317484123981,0.938626774069812,0.5993623804463337,6.242999379147126,34.64714662778677,0.0143861509776082,0.5993623804463337,0.0613732259301879,17.237697708293453,0.7971347397690867,0.8323408153916628,40,12.568556140525134,14.485312644630271,Potencial Urbanístico
18069,Dólar,600,1.0,231185.95518309,23.118595518309,231185.95518309,231185.95518309,231185.95518309,3707.039228554433,385.30992530515,DOLAR,,,0.0,,,,,,,,,,0.0,0.0,25.95313368084251,0.0019714671821276,,,0.2556386285169904,0.0,0.0,0.0218224904650565,,,,0.85,76.43,45.7,0.0019714671821276,0.2556386285169904,0.0,0.0,0.0218224904650565,0.8753356348293058,0.5993623804463337,6.718303069900609,32.79771313559077,0.0019714671821276,0.5993623804463337,0.1246643651706942,18.199241999532084,0.5379918998972375,0.7906550618415025,40,12.452393278511346,14.423228272519234,Potencial Urbanístico
18146,Orce,1116,6.0,630004.49996642,63.000449996642,105000.74999440332,34961.3483370825,465735.6089709,14161.09195694852,564.520161260233,ORCE,122920.0,0.0,122920.0,110.14336917562724,0.0,Comarca de Baza,470.0,,900.0,E,Estimación por comarca/tipología,2026-05,110.14336917562724,0.1951097174806716,17.71415918552144,0.0041781419456371,0.0038358266206367,,0.3781289288623911,0.058290268562009,0.0195754442577086,0.0124437586329126,0.9961641733793632,,,0.85,138.18,55.6,0.0041781419456371,0.3781289288623911,0.058290268562009,0.0195754442577086,0.0124437586329126,0.9961641733793632,0.5993623804463337,11.975850985644998,35.2197969526284,0.0041781419456371,0.5993623804463337,0.0038358266206367,15.288862273956116,0.1647222390134799,0.7453046266605589,0,0.2894802836035596,14.332814490038048,Potencial Urbanístico
18037,Calicasas,687,1.0,99749.0259639,9.97490259639,99749.0259639,99749.0259639,99749.0259639,3450.4940795716548,145.1950887393013,CALICASAS,58049.0,85116.0,143165.0,84.49636098981077,123.89519650655022,,,,,,,,208.391557496361,1.4352521101490514,68.87285297889835,0.0023435228108588,,,0.0915199982859063,0.1102853484820237,0.1439994790662577,0.0706796070680947,,,,0.85,15.92,166.1,0.0023435228108588,0.0915199982859063,0.1102853484820237,0.1439994790662577,0.0706796070680947,0.8753356348293058,0.5993623804463337,10.976738889617524,33.30302680491406,0.0023435228108588,0.5993623804463337,0.1246643651706942,18.217844780968644,0.9037659432992806,0.239120476408612,0,0.4332425202422958,14.269003452992182,Potencial Urbanístico
18171,Salar,2582,2.0,469554.56567238,46.955456567238,234777.28283619,234777.28283619,468924.098251865,10512.236002727046,181.85691931540669,SALAR,105814.0,34818.0,140632.0,40.98140975987607,13.484895429899304,Vega de Granada,600.0,,1500.0,E,Estimación por comarca/tipología,2026-05,54.46630518977537,0.2995008680165246,54.98828440317043,0.0104474931148326,0.0537015726889144,,0.1165783807747553,0.0288247543257002,0.0300490545663038,0.0548742850160945,0.9462984273110856,,,0.85,49.76,34.2,0.0104474931148326,0.1165783807747553,0.0288247543257002,0.0300490545663038,0.0548742850160945,0.9462984273110856,0.5993623804463337,5.503788061370423,34.928908097708465,0.0104474931148326,0.5993623804463337,0.0537015726889144,16.848973484122837,0.6992081242821737,0.8433348602840128,40,12.532683707798071,14.238093957141103,Potencial Urbanístico
18010,Aldeire,597,2.0,211494.47810675,21.149447810675,105747.239053375,105747.239053375,207568.37338474,8860.790458954234,354.2621073814908,ALDEIRE,108946.0,21709.0,130655.0,182.4891122278057,36.36348408710218,Comarca de Guadix,485.0,,800.0,V,Idealista/Indomio/Fotocasa 2026,2026-05,218.85259631490788,0.6177702660116404,28.227687329910783,0.0019586376776886,0.0095895665515918,,0.2344174269362307,0.1158215579400655,0.0619811640472427,0.0244116996833337,0.9904104334484082,,,0.85,75.0,73.5,0.0019586376776886,0.2344174269362307,0.1158215579400655,0.0619811640472427,0.0244116996833337,0.9904104334484082,0.5993623804463337,11.560692828275023,35.12452387245583,0.0019586376776886,0.5993623804463337,0.0095895665515918,15.32173055883257,0.5466360394124403,0.663307375171782,0,0.4176466283165106,14.21238512817096,Potencial Urbanístico
18018,Alquife,543,2.0,278416.790713775,27.8416790713775,139208.3953568875,139208.3953568875,266595.801788045,8497.11757176266,512.7381044452578,ALQUIFE,59255.0,0.0,59255.0,109.12523020257828,0.0,,,,,,,,109.12523020257828,0.2128283996381411,19.50313408210457,0.0017277065977864,,,0.34273586295873,0.0577514472546833,0.0213531674760714,0.0144802154539671,,,,0.85,77.21,62.6,0.0017277065977864,0.34273586295873,0.0577514472546833,0.0213531674760714,0.0144802154539671,0.8753356348293058,0.5993623804463337,11.158738247700402,32.71332115918452,0.0017277065977864,0.5993623804463337,0.1246643651706942,18.187053970315027,0.5332769147071269,0.7132386623912048,0,0.4272823646002122,14.19053284519605,Potencial Urbanístico
18152,Pedro Martínez,1166,1.0,370307.81751789,37.030781751789,370307.81751789,370307.81751789,370307.81751789,4690.461466102332,317.58817968944254,PEDRO MARTINEZ,,,0.0,,,,,,,,,,0.0,0.0,31.48731797820253,0.0043919670196205,,,0.2093507760616098,0.0,0.0,0.0281222587753089,,,,0.85,68.97,48.8,0.0043919670196205,0.2093507760616098,0.0,0.0,0.0281222587753089,0.8753356348293058,0.5993623804463337,5.6556032831698815,32.96963331138047,0.0043919670196205,0.5993623804463337,0.1246643651706942,18.32026699140673,0.5830865018436802,0.7764544205222171,40,12.466170926894137,14.17108258426432,Oportunidad Estratégica
